nom_du_festival;envergure_territoriale;region_principale_de_deroulement;departement_principal_de_deroulement;commune_principale_de_deroulement;code_postal_de_la_commune_principale_de_deroulement;code_insee_commune;code_insee_epci_collage_en_valeur;libelle_epci_collage_en_valeur;numero_de_voie;type_de_voie_rue_avenue_boulevard_etc;nom_de_la_voie;adresse_postale;complement_d_adresse_facultatif;site_internet_du_festival;adresse_e_mail;decennie_de_creation_du_festival;annee_de_creation_du_festival;discipline_dominante;sous_categorie_spectacle_vivant;sous_categorie_musique;sous_categorie_musique_cnm;sous_categorie_cinema_et_audiovisuel;sous_categorie_arts_visuels_et_arts_numeriques;sous_categorie_livre_et_litterature;periode_principale_de_deroulement_du_festival;identifiant_agence_a;identifiant;identifiant_cnm;;;;;;;;;;;;;;;
Blues sur Seine;;Île-de-France;Yvelines;Mantes-la-Ville;78711;78362;200059889;Grand Paris Seine & Oise;;;;;;https://www.blues-sur-seine.com/;contact@blues-sur-seine.com;De 1990 à 1999;1998;Musique;;Jazz, blues;03- Jazz, blues et musiques improvisées;;;;Après-saison (6 septembre - 31 décembre);;FEST_78362_3645;15;;;;;;;;;;;;;;;
En ribambelle !;Intercommunale;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13003;13055;200054807;Métropole d'Aix-Marseille-Provence;41;Rue;Jobin;41 Rue Jobin;Théâtre massalia - friche la belle de mai;www.festivalenribambelle.com;erobert@theatremassalia.com;2010 et après;2014;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_13055_3706;;;;;;;;;;;;;;;;
Festival cross-over;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Nice;6190;6004;240600585;CA de Sophia Antipolis;;;;;;www.festival-crossover.com;benoit.geli@panda-events.com;2010 et après;;Musique;;"Jazz et musiques improvisées ; musiques électroniques";;;;;Avant-saison (1er janvier - 20 juin);;43.587465146, 7.10635418256;;;;;;;;;;;;;;;
Nîme métropole jazz festival;;Occitanie;Gard;Nîmes;30900;30189;243000643;CA de Nîmes Métropole;30;Rue;du  Colisee;30 Rue du  Colisee;;https://nimes-gard.fr/nimes-metropole-jazz-festival-2021-programme/;;De 2000 à 2009;2006;Musique;;;03- Jazz, blues et musiques improvisées;;;;Après-saison (6 septembre - 31 décembre);;FEST_30189_4430;394;;;;;;;;;;;;;;;
Fête du cinéma d’animation;;Île-de-France;Paris;Paris;75012;75056;200054781;Métropole du Grand Paris;;;;;;;;;;Cinéma, audiovisuel;;;;Animation;;;Après-saison (6 septembre - 31 décembre);;FEST_75112_4710;;;;;;;;;;;;;;;;
Festiv'Allela;;Auvergne-Rhône-Alpes;Allier;Avermes;3000;3013;200071140;CA Moulins Communauté;;Chemin;de Segange;Chemin  de Segange;;https://www.unidivers.fr/event/7eme-festival-du-collectif-allela-avermes-03000-2022-06-11/;allela.assoc@gmail.com;2010 et après;;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_03013_503;;;;;;;;;;;;;;;;
Sulfure Festival;;Île-de-France;Paris;Paris;75019;75056;200054781;Métropole du Grand Paris;;;;;;http://sulfure-festival;;2010 et après;01/01/2019 00:00;Musique;;Musiques actuelles;;;;;Avant-saison (1er janvier - 20 juin);;FEST_75119_4872;;;;;;;;;;;;;;;;
Les Jeudis de Perpignan;;Occitanie;Pyrénées-Orientales;Perpignan;66000;66136;200027183;CU Perpignan Méditerranée Métropole;;Place;de la  Loge;Place de la  Loge;;https://www.cityzeum.com/ev/les-jeudis-de-perpignan;evenementsanimations@mairie-perpignan.com;De 2000 à 2009;2001;Pluridisciplinaire;spectacles de rue concerts;;;;;;Saison (21 juin - 5 septembre);;FEST_66136_4982;;;;;;;;;;;;;;;;
Mandopolis festival;Intercommunale;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Briançonnet;6830;6024;200039857;CA du Pays de Grasse;;Rue;Du villante;Rue Du villante;Salle polyvalente;mandopolis.org;contact@mandopolis.org;De 2000 à 2009;2004;Musique;;Musiques du monde;;;;;Saison (21 juin - 5 septembre);;FEST_06024_1071;;;;;;;;;;;;;;;;
Festival de l'humour de Risoul;;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Risoul;5600;5119;200067452;CC du Guillestrois et du Queyras;;;;;;www.risoul.com;;De 2000 à 2009;;Spectacle vivant;Théâtre d'humour/café-théâtre;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_05119_5445;;;;;;;;;;;;;;;;
Les Primeurs de Castres;;Occitanie;Tarn;Castres;81100;81065;248100430;CA de Castres Mazamet;;Passage;Claude Nougaro;Passage Claude Nougaro;;http://www.lesprimeursdecastres.fr/;lo.bolegason@bolegason.org;2010 et après;2015;Musique;;Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, RnB, Variétés internationales, Fusion;07- Musiques actuelles sans distinction;;;;Après-saison (6 septembre - 31 décembre);;FEST_81065_1326;2478;;;;;;;;;;;;;;;
Le blues autour du zinc;Régionale;Hauts-de-France;Oise;Beauvais;60000;60057;200067999;CA du Beauvaisis;29;Rue;de Calais;29 Rue  de Calais;;www.zincblues-com;laurent@comptoir-magique.com;De 1990 à 1999;1996;Musique;;Jazz, blues, Pop, rock;03- Jazz, blues et musiques improvisées;;;;Avant-saison (1er janvier - 20 juin);;FEST_60057_705;447;;;;;;;;;;;;;;;
Vive l'art rue !;;Île-de-France;Val-de-Marne;Créteil;94000;94028;200058006;Grand Paris Sud Est Avenir (T11);;;;;;https://www.ville-creteil.fr/festival-vive-lart-rue-2018;;De 1990 à 1999;01/01/1999 00:00;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_94028_1886;;;;;;;;;;;;;;;;
Les vaches Folks;;Auvergne-Rhône-Alpes;Ain;Divonne-les-Bains;1220;1143;240100750;CA du Pays de Gex;73;route;hippodrome DE DIVONNE LES BAINS;73 route hippodrome DE DIVONNE LES BAINS;www.lesvachesfolks.fr;;dorignac.yannick@gmail.com;De 2000 à 2009;2006;Musique;;Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musique contemporaine, Musiques du monde, Pop, rock, RnB, Variétés internationales;;;;;Saison (21 juin - 5 septembre);;FEST_01143_2018;;;;;;;;;;;;;;;;
In Voce Veritas;;Normandie;Eure;Francheville;27160;27679;200066462;CC Interco Normandie Sud Eure;;;;;Différents lieux : Salle barbara Domaine saint joseph;http://www.invoceveritas.fr/;;2010 et après;2016;Musique;;Musiques (sans distinction esthétique);08- Musiques (sans distinction esthétique);;;;Avant-saison (1er janvier - 20 juin);;FEST_69089_2309;2697;;;;;;;;;;;;;;;
Corsica spirit;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Cassis;13260;13022;200054807;Métropole d'Aix-Marseille-Provence;;;;;;https://www.facebook.com/CorsicaSpiritFestival/;eveo.events@gmail.com;;;Musique;;Musiques traditionnelles de corse;;;;;Saison (21 juin - 5 septembre);;FEST_13022_1301;;;;;;;;;;;;;;;;
Inter'val d'automne;Intercommunale;Auvergne-Rhône-Alpes;Rhône;Vaugneray;69670;69255;246900724;CC des Vallons du Lyonnais (CCVL);18bis;Chemin;Chemin du stade;18bis Chemin Chemin du stade;;interval.ccvl.fr;interval.ccvl@gmail.com;De 2000 à 2009;2003;Musique;;Chanson ou variété française, jazz, blues, Musique classique, Musiques du monde, Musiques traditionnelles, Pop, rock;08- Musiques (sans distinction esthétique);;;;Après-saison (6 septembre - 31 décembre);;FEST_69255_6942;1225;;;;;;;;;;;;;;;
Batôjazz;Régionale;Auvergne-Rhône-Alpes;Savoie;Chanaz;73310;73073;200068674;CA Grand Lac;96;Rue;montée du fort;96 Rue montée du fort;;https://www.batojazz.com/;d.scheidecker@wanadoo.fr;2010 et après;2015;Musique;;jazz, blues, Musiques du monde, Musiques traditionnelles;03- Jazz, blues et musiques improvisées;;;;Saison (21 juin - 5 septembre);;FEST_73073_1461;4128;;;;;;;;;;;;;;;
Indétour;;Grand Est;Haut-Rhin;Kingersheim;68250;68166;200066009;CA Mulhouse Alsace Agglomération;;;;;;https://fr-fr.facebook.com/indetour/;indetourfestival@gmail.com;2010 et après;01/01/2016 00:00;Musique;;Musiques amplifiées ou électroniques;;;;;Avant-saison (1er janvier - 20 juin);;FEST_68166_2697;;;;;;;;;;;;;;;;
Sculpt'enSologne - Biennale d'art contemporain;Départementale;Centre-Val de Loire;Loir-et-Cher;Chaumont-sur-Tharonne;41600;41046;200000800;CC Cœur de Sologne;;;;;;https://www.sculptensologne.com/;;De 2000 à 2009;2007;Arts visuels, arts numériques;;;;;Sculptures, Street art;;Après-saison (6 septembre - 31 décembre);;FEST_41046_1592;;;;;;;;;;;;;;;;
Plumes d'Equinoxe;;Pays de la Loire;Loire-Atlantique;Le Croisic;44490;44049;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);;;;;;;w.nocus@lecroisic.fr;De 1990 à 1999;1996;Livre, littérature;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_44049_3070;;;;;;;;;;;;;;;;
Grains de sel - le festival du livre et de la parole d'enfant;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aubagne;13400;13005;200054807;Métropole d'Aix-Marseille-Provence;;;;;Aubagne Ville Lecture, Hôtel de Ville;grainsdesel.aubagne.fr;grainsdesel@aubagne.fr;2010 et après;2010;Livre, littérature;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_13005_406;;;;;;;;;;;;;;;;
Hot Club jazz festival;;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69000;69123;200046977;Métropole de Lyon;26;Rue;Lanterne;26 Rue  Lanterne;;https://www.hotclubjazzlyon.com/festival/;;De 2000 à 2009;;Musique;;jazz, blues et musiques improvisées;;;;;Avant-saison (1er janvier - 20 juin);;FEST_69123_3542;;;;;;;;;;;;;;;;
Chant sur Paroles;;Auvergne-Rhône-Alpes;Loire;Mably;42300;42127;200035731;CA Roannais Agglomération;9;Place;Edmond Rostand Mably;9 Place  Edmond Rostand Mably;Espace culturel P.Hénon;http://www.ville-mably.fr/fr/information/106950/chant-paroles-2021;;De 2000 à 2009;2008;Musique;;Chanson;01- Chanson;;;;Avant-saison (1er janvier - 20 juin);;FEST_42127_3590;2667;;;;;;;;;;;;;;;
Cinéma peinture;;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Manosque;4100;4112;200034700;CA Durance-Lubéron-Verdon Agglomération;;;;;;www.fondationcarzou.fr;fondationcarzou@gmail.com;De 2000 à 2009;;Pluridisciplinaire;;;;Cinéma;Peinture;;Avant-saison (1er janvier - 20 juin);;FEST_04112_3636;;;;;;;;;;;;;;;;
Festival international de folklore de château Gombert;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13013;13055;200054807;Métropole d'Aix-Marseille-Provence;;;;;;www.roudelet-felibren.com;contact@roudelet.fr;Avant 1980;1965;Pluridisciplinaire;Danse;Musique traditionnelle;;;;;Saison (21 juin - 5 septembre);;FEST_13055_3718;;;;;;;;;;;;;;;;
Festival national de théâtre amateur;Départementale;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13000;13055;200054807;Métropole d'Aix-Marseille-Provence;4;Rue;Du théâtre français;4 Rue Du théâtre français;;https://fnctacd13.wordpress.com/;fnctacd13@gmail.com;De 1990 à 1999;1999;Spectacle vivant;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_13055_3719;;;;;;;;;;;;;;;;
Cannes cinéphiles;Transfrontalière;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Cannes;6400;6029;200039915;CA Cannes Pays de Lérins;10;Avenue;De vallauris;10 Avenue De vallauris;Cannes cinéma, pôle culturel;www.cannes-cinema.com;aurelie.ferrier@cannes-cinema.com;Avant 1980;;Cinéma, audiovisuel;;;;Fiction long métrage;;;Avant-saison (1er janvier - 20 juin);;FEST_06029_1208;;;;;;;;;;;;;;;;
Rock'n Poche festival;;Auvergne-Rhône-Alpes;Haute-Savoie;Habère-Poche;74420;74140;247400047;CC de la Vallée Verte;;Place;De l'Eglise;Place De l'Eglise;;www.rocknpoche.com;ludivine@rocknpoche.com;De 1990 à 1999;1992;Musique;;Chanson ou variété française, Hip-hop, rap, slam, Musiques du monde, Musiques électroniques, techno, Pop, rock;07- Musiques actuelles sans distinction;;;;Saison (21 juin - 5 septembre);;FEST_74140_2539;30;;;;;;;;;;;;;;;
Carry culture et loisirs;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Carry-Le-Rouet;13620;13021;200054807;Métropole d'Aix-Marseille-Provence;5;Impasse;Bocoumajour;5 Impasse Bocoumajour;;carrycultureloisirs.festival.com;carrycultue.loisirs@gmail.com;2010 et après;2014;Musique;;Jazz, blues;;;;;Saison (21 juin - 5 septembre);;FEST_13021_1294;;;;;;;;;;;;;;;;
Jours de Jazz;;Centre-Val de Loire;Loiret;La Ferté-Saint-Aubin;45240;45146;200005932;CC des Portes de Sologne;;Place;de la gare;Place de la gare;Espace Madeleine Sologne;https://www.lafertesaintaubin.fr/sactiverse-divertir/manifestations/saison-culturelle/;culture@lafertesaintaubin.fr;2010 et après;2013;Musique;;Jazz, blues;03- Jazz, blues et musiques improvisées;;;;Avant-saison (1er janvier - 20 juin);;FEST_45146_2765;2080;;;;;;;;;;;;;;;
Jazz à Montbrison;;Auvergne-Rhône-Alpes;Loire;Montbrison;42600;42147;200065886;CA Loire Forez Agglomération;;;;;Théatre des penitents;http://www.theatredespenitents.fr;;De 2000 à 2009;2000;Musique;;jazz, blues et musiques improvisées;03- Jazz, blues et musiques improvisées;;;;Avant-saison (1er janvier - 20 juin);;FEST_42147_4004;346;;;;;;;;;;;;;;;
Festival de la chanson à texte de Montcuq-en-Quercy-Blanc;Communale;Occitanie;Lot;Montcuq-en-Quercy-Blanc;46800;46201;200039519;CC du Quercy Blanc;1;Place;Place des  Consuls;1 Place Place des  Consuls;;http://www.festichanson-montcuq.com/;festichanson@gmail.com;De 2000 à 2009;2005;Musique;;;01- Chanson;;;;Saison (21 juin - 5 septembre);;FEST_46201_4010;2663;;;;;;;;;;;;;;;
Foire en Scène;;Grand Est;Marne;Châlons-en-Champagne;51000;51108;200066876;CA de Châlons-en-Champagne;;;;;;www.foireenscene.fr;;De 1990 à 1999;01/01/1999 00:00;Musique;;Musiques amplifiées ou électroniques;;;;;Après-saison (6 septembre - 31 décembre);;FEST_51108_1401;;;;;;;;;;;;;;;;
Nemours de Jazz;;Île-de-France;Seine-et-Marne;Nemours;77140;77333;200023240;Pays de Nemours;;;;;;www.nemours.fr;;De 1990 à 1999;01/01/1996 00:00;Musique;;Musiques actuelles;;;;;Avant-saison (1er janvier - 20 juin);;FEST_77333_4348;;;;;;;;;;;;;;;;
Au coeur de Cosne;;Auvergne-Rhône-Alpes;Allier;Cosne-d'Allier;3430;3084;200071512;CC Commentry Montmarault Néris Communauté;1;Square;d'Amtzell;1 Square d'Amtzell;;;mjc.cosnedallier@gmail.com;De 2000 à 2009;2005;Spectacle vivant;Arts du cirque;;;;;;Saison (21 juin - 5 septembre);;FEST_03084_1833;;;;;;;;;;;;;;;;
Tour de Chauffe;Intercommunale;Hauts-de-France;Nord;Lille;59000;59350;200093201;Métropole Européenne de Lille;;;;;Plusieurs théâtres, salles;https://www.tourdechauffe.fr/;tourdechauffe.nord@gmail.com;2010 et après;2013;Musique;;Chanson, variété française, Pop, Indie, Musique électronique, Rock, Rap, Funk;02- Musiques amplifiées ou électroniques;;;;Après-saison (6 septembre - 31 décembre);;FEST_59350_3363;647;;;;;;;;;;;;;;;
Le Son Continu;;Centre-Val de Loire;Indre;Lourouer-Saint-Laurent;36400;36100;243600350;CC de la Châtre et Sainte-Sévère;;;;;Château d'Ars, commune de Lourouer-Saint-Laurent;www.lesoncontinu.fr;lesoncontinu@gmail.com;2010 et après;2014;Musique;;Musiques du monde, Musiques traditionnelles, Musiques actuelles d'influence traditionnelle;04- Musiques traditionnelles et du monde;;;;Saison (21 juin - 5 septembre);;FEST_36100_3474;1964;;;;;;;;;;;;;;;
Jazz vocal;;Île-de-France;Paris;Paris;75001;75056;200054781;Métropole du Grand Paris;;;;;;http://www.sunset-sunside.com;;De 1990 à 1999;01/01/1996 00:00;Musique;;Musiques actuelles;;;;;Saison (21 juin - 5 septembre);;FEST_75101_4735;;;;;;;;;;;;;;;;
Le Dellec en Juillet;;Bretagne;Finistère;Plouzane;29280;29212;242900314;Brest Métropole;;;Fort du Dellec;Fort du Dellec;;;nathalie.quillard@plouzane.fr;De 2000 à 2009;2002;Musique;;Chanson ou variété française;15- Fête de la ville, feria, fête votive, fête de la pomme, etc.;;;;Saison (21 juin - 5 septembre);;FEST_29212_5081;2277;;;;;;;;;;;;;;;
Babel minots;Départementale;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13003;13055;200054807;Métropole d'Aix-Marseille-Provence;11;Boulevard;Boulevard briançon;11 Boulevard Boulevard briançon;;www.babelminots.com;julien@lenomad.com;2010 et après;2015;Musique;;Chanson ou variété française, jazz, blues, hip-hop, rap, slam, métal, hard rock, musique classique, musiques du monde, musiques électroniques, techno, musiques traditionnelles, pop, rock, rnb, variétés internationales, jeune public;;;;;Avant-saison (1er janvier - 20 juin);;FEST_13055_3691;;;;;;;;;;;;;;;;
Festival de théâtre de Figeac;;Occitanie;Lot;Figeac;46100;46102;200067361;CC Grand-Figeac;1;Cour;Du Puy;1 Cour Du Puy;;www.scenograph.fr;public@scenograph.fr;De 2000 à 2009;2001;Spectacle vivant;;;;;;;saison (21 juin - 5 septembre);;FEST_46102_2219;;;;;;;;;;;;;;;;
Oooh!;Régionale;Hauts-de-France;Nord;Mons-en-Barœul;59370;59410;200093201;Métropole Européenne de Lille;2;Place;de l'Europe;2 Place de l'Europe;Salle Salvador Allende;https://oooh-lefestival.fr/;03.20.55.38.91;2010 et après;2019;Musique;;Chanson, variété française, Pop, Indie, Musique électronique, Rock;07- Musiques actuelles sans distinction;;;;Avant-saison (1er janvier - 20 juin);;FEST_59410_3963;4598;;;;;;;;;;;;;;;
Montauban en scènes;;Occitanie;Tarn-et-Garonne;Montauban;82000;82121;248200099;CA Grand Montauban;;Rue;Grand Rue Sapiac;Rue Grand Rue Sapiac;Jardin Des Plantes;https://www.montauban-en-scenes.fr/;festivalmontaubanenscenes@ville-montauban.fr;2010 et après;2015;Musique;;;07- Musiques actuelles sans distinction;;;;Saison (21 juin - 5 septembre);;FEST_82121_3983;2210;;;;;;;;;;;;;;;
Les nuits de la filature;;Hauts-de-France;Nord;Saint-André-lez-Lille;59000;59527;200093201;Métropole Européenne de Lille;70;Rue;Felix faure;70 Rue  Felix faure;Les halls de la filiature;http://lesnuitsdelafilature.fr/;;2010 et après;2017;Musique;;;02- Musiques amplifiées ou électroniques;;;;Avant-saison (1er janvier - 20 juin);;FEST_59527_5650;3271;;;;;;;;;;;;;;;
Bebop;Départementale;Pays de la Loire;Sarthe;Le Mans;72000;72181;247200132;CU Le Mans Métropole;1;Avenue;Centre des Expositions;1 Avenue Centre des Expositions;1 avenue du Centre des Expositions;www.bebop-festival.com;bruno@bebop-festival.com;De 1980 à 1989;1987;Musique;;Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Pop, rock, RnB;02- Musiques amplifiées ou électroniques;;;;Après-saison (6 septembre - 31 décembre);;FEST_72181_3112;8;;;;;;;;;;;;;;;
6e continent;Régionale;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69007;69123;200046977;Métropole de Lyon;25;allée;Coubertin;25 allée Coubertin;;www.sixiemecontinent.net;direction@sixiemecontinent.net;De 1990 à 1999;1997;Musique;;Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles;;;;;Avant-saison (1er janvier - 20 juin);;FEST_69152_3512;;;;;;;;;;;;;;;;
La Grande Échelle;;Île-de-France;Paris;Paris;75015;75056;200054781;Métropole du Grand Paris;;;;;;http://www.lemonfort.fr/programmation/festival-la-grande-echelle;;2010 et après;01/01/2016 00:00;Pluridisciplinaire;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_75115_4747;;;;;;;;;;;;;;;;
Africa fête;Communale;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13003;13055;200054807;Métropole d'Aix-Marseille-Provence;41;Rue;Jobin;41 Rue Jobin;Friche la belle de mai;www.africafete.com;colaproduction2002@gmail.com;De 2000 à 2009;2005;Musique;;Musiques du monde;04- Musiques traditionnelles et du monde;;;;Saison (21 juin - 5 septembre);;FEST_13055_3683;286;;;;;;;;;;;;;;;
Paris Banlieues Tango;;Île-de-France;Paris;Paris;75004;75056;200054781;Métropole du Grand Paris;;;;;;www.festival-paris-banlieues-tango.fr;;De 1990 à 1999;02/01/1998 00:00;Musique;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_75104_4817;;;;;;;;;;;;;;;;
À Moi, conte Deux Mots;Intercommunale;Auvergne-Rhône-Alpes;Ardèche;Privas;7000;7186;200071413;CA Privas Centre Ardèche;;;;;Différents lieux : Chateau à morimont Chateau théatre, place des recollets;https://www.facebook.com/Festival-du-conte-A-moi-conte-deux-mots-227454964112107/;;2010 et après;2013;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_07186_5225;;;;;;;;;;;;;;;;
Un Dimanche au Thabor;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Du Théatre de verdure au Kiosque et inversement;Du Théatre de verdure au Kiosque et inversement;;;undimancheauthabor@rennesmetropole.fr;2010 et après;;Musique;;;;;;;;;FEST_35238_5412;;;;;;;;;;;;;;;;
Fête de l'Eau de Wattwiller;;Grand Est;Haut-Rhin;Wattwiller;68700;68359;200036465;CC de Thann-Cernay;;;;;;https://www.few-art.org/;argine.jermann@gmail.com;De 1990 à 1999;01/01/1998 00:00;Arts visuels, arts numériques;;;;;Arts plastiques et visuels;;Avant-saison (1er janvier - 20 juin);;FEST_68359_7208;;;;;;;;;;;;;;;;
Les Solistes à Bagatelle;;Île-de-France;Paris;Paris;75016;75056;200054781;Métropole du Grand Paris;;;;;;www.ars-mobilis.fr;cobtact20@ars-mobilis.com;De 2000 à 2009;2000;Musique;;Musique contemporaine, Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_75116_4777;;;;;;;;;;;;;;;;
Jazz à porquerolles;Départementale;Provence-Alpes-Côte d'Azur;Var;Porquerolles;83400;83069;248300543;Métropole Toulon-Provence-Méditerranée;1;Chemin;Sainte-agathe;1 Chemin Sainte-agathe;Fort sainte-agathe;www.jazzaporquerolles.org;lilly.jazzaporquerolles@gmail.com;De 2000 à 2009;2001;Musique;;Jazz, blues, musiques du monde;03- Jazz, blues et musiques improvisées;;;;Saison (21 juin - 5 septembre);;FEST_83069_5181;307;;;;;;;;;;;;;;;
Les Arts'oses;;Nouvelle-Aquitaine;Deux-Sèvres;Thouars;79100;79329;247900798;CC du Thouarsais;;;;;;http://fr-fr.facebook.com/Les-ArtsOs%C3%A9s-137470453126905/;csc@thouars-communaute.fr;De 2000 à 2009;2009;Musique;;Musiques actuelles;07- Musiques actuelles sans distinction;;;;Saison (21 juin - 5 septembre);LA101;FEST_79329_6572;1804;;;;;;;;;;;;;;;
Festival d'orgue de Bouc-Bel-Air;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Bouc-Bel-Air;13320;13015;200054807;Métropole d'Aix-Marseille-Provence;;;;;;orgueboucbelair.com;boucorg@free.fr;;;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_13015_941;;;;;;;;;;;;;;;;
